index,title,certificate,runtime,genre,desc,rating,votes
5925,JD,A,127 min,Drama            ,Add a Plot,7.5,39
5926,Humko Tumse Pyaar Hai,U,128 min,"Drama, Romance            ","Brutal kidnappings and murders of 8-year-old girls poses a tough challenge for the Warangal Police Department. After the investigating officer meets with an accident, Muhammad Khayyum is appointed. Can he solve the murders?",7.7,"2,243"
5927,Golmaal Govindam,U,128 min,"Comedy, Drama            ","Vimal was sent by his father to do social service in a village. But later, he gets a good job.",8.1,975
5928,I Am Kathalan,null,null,Comedy            ,"Sreedharan, a simpleton tries to impress his nephew 'Ashwathi' and decides to marry her, but under several circumstances he came to know her tragic past and helps her.",6.8,262
5929,Cyanide,null,null,"Crime, Thriller            ",No one ever forgets the feeling of first love and an everlasting heartache. Love often changes lives but can love change its own destiny?,9.6,55
5930,Dacait,null,158 min,"Action, Drama            ",Vimal move to London from Tamilnad as a waiter in a five-star restaurant,2.8,111
5931,Hello,null,129 min,"Drama, Romance            ","Jagannathan, a mafia don in Bombay moves to Kanimangalam village. He wins the love of the locals, but finds trouble with a feudal lord, Appan Thamburan, after he decided to resume a traditional festival banned by Appan.",8.1,"3,554"
5932,"Poverty, Inc.",null,94 min,"Documentary, History, News            ",Add a Plot,4.5,11
5933,Moksha: Salvation,null,150 min,"Crime, Drama, Thriller            ",Add a Plot,4.5,11
5934,Asmee,UA 13+,97 min,"Crime, Drama, Thriller            ","Deserted by her man and left alone to fend for her daughters, Aparajita rises to meet every challenge so that her family can stand tall.",7.1,11
5935,Jaisi Karni Waisi Bharni,null,168 min,"Comedy, Drama            ",Five young prodigies assaulted in New York's Central Park plot the perfect revenge.,5.9,"1,675"
5936,Rock On 2,UA,143 min,"Drama, Music            ",Set on the north eastern coast of India this unusual Indian film mixes the genres of Bollywood (the song) with a toght hard hitting look at Indian society looking at areas of women's place ...                See full summary »,7.4,86
5937,Mysterious Lust,null,null,Drama            ,"After a brief argument, a husband accidentally hits his wife leading to her death. Things goes murkier when a tough cop is suspecting him for the murder and the latter tries his best to evade the law.",6.2,937
5938,Bulbul Can Sing,U,95 min,Drama            ,Madan Sukhatme a rich businessmen catches his second wife Meera and PA red hand having an affair as Madan finds about their affair Meera and her boyfriend kill him and dispose of his ...                See full summary »,9.6,9
5939,Swathi Muthyam,U,160 min,"Drama, Family, Romance            ","Hoshiarpur based Gopi's dying father asks him to locate Kishen and hand-over a piece of land to him, and subsequently passes away. Gopi heads out to Goa and this is where he will be taken ...                See full summary »",3.4,218
5940,Shikaaru,A,130 min,Comedy            ,Kobbarimatta is a Comedy Spoof Telugu Film. Pedharayudu (Sampoornesh) is a village headman. He got misunderstandings with his Son Androidu and other family members. How they solved those problems and united is rest of the story.,6.9,878
5941,Raja Vamsam,U,148 min,Drama            ,"Rajesh, though orphaned at a very age, comes from a very wealthy and noble family, is very insecure and possessive almost to the point of an obsession. As a child he had loved a girl named ...                See full summary »",6.8,213
5942,Karan Arjun,UA,106 min,"Action, Thriller            ","A poor Afghani leaves his family behind to earn a living as a dried fruit vendor in India. Profoundly homesick, he befriends a young girl who reminds him of his own daughter. Meanwhile, the locals are distrustful of all foreigners.",8.1,343
5943,Mugilan,A,null,Action            ,"In Nelakondapalli village, Adilabad district, Mallamma (Annie) is a girl who is a very talented singer. She is taken care of by an elderly man in her village. On one occasion, the elderly ...                See full summary »",6.4,529
5944,Triple Cross,null,117 min,Thriller            ,Zain and Aliya are two equally headstrong individuals who don't see eye to eye on anything. The story follows their journey from hate to discovering love.,6.1,175
5945,Motu Patlu in Gold City,null,null,"Animation, Adventure, Comedy            ",The movie is an anthology film consisting of 4 love stories featuring overrated love.Exposing the magical love projected to us for years.,8.9,97
5946,Veeram,A,100 min,"Action, Drama, History            ",Add a Plot,6.5,15
5947,AA BB KK,U,121 min,Drama            ,It's a story of an honest police officer who is trapped under adverse circumstances. It's is a political thriller driven by crime and politics. The film revolves around the background of a ...                See full summary »,3.8,355
5948,Khalli Balli,UA,null,"Comedy, Horror            ",Add a Plot,8.6,24
5949,Murder,UA,112 min,Thriller            ,Three jatts are running for one girl.,6.2,226
5950,Dostana 2,null,null,Comedy            ,Add a Plot,6.7,13
5951,Ugramm,A,132 min,"Action, Crime, Drama            ","Jai and Aadhya are diametrically opposite to each other. Jai lives his life on social media and is an open book, chapter and verse. Aadhya on the contrary is wary of the internet and limits her interaction on social media.",8.2,94
5952,Duvvada Jagannadham,UA,152 min,"Action, Comedy, Crime            ","Anoop marries Minoo, a childish girl who doesn't understand her relationship with Anoop. While returning back to Calcutta, he is compelled to leave her with her mother.",7.2,97
5953,Locked,UA 16+,null,Thriller            ,"Abandoned as a baby in a garbage bin by his biological parents; a boy faces the harsh realities of life and years later grows up to be a young man as a paid assassin, blackmailer, kidnapper...                See full summary »",5.1,298
5954,Irudhi Pakkam,UA,95 min,Mystery            ,"Ashok is in love with his boss' daughter, Nirmala. To convince Viswanathan, he seeks his best friend Vasu's help, who disguises as his father.",8.2,408
5955,Arya 2,UA,155 min,"Action, Comedy, Romance            ","Chai lives in Spain with his family where he meets and falls in love with Meera. Chai's fate takes a turn when he travels to India and meets Chandramukhi, who falls for him.",3.8,308
5956,Pizza,UA,127 min,"Horror, Thriller            ","Reshma and Shera belong to rival families.They fall in love even after knowing rivalry among their families.Sagat Singh ,Shera's father doesn't accept this and forces his younger son Chotu ...                See full summary »",6.6,235
5957,Paltan,UA,150 min,"Action, Drama, History            ",The plot revolves around the life of a happy family. The youngster decides to spend some good time with his brother and family. Things take a different turn as he gets a new opportunity. ...                See full summary »,6,7
5958,Super Sharanya,U,161 min,"Comedy, Romance            ","The story revolves around the main protagonist, Saloni, and her struggle against the stigmas forced upon her by society and her quest to establish her unique identity.",6.5,57
5959,Irudhi Suttru,UA,109 min,"Action, Drama, Sport            ",Add a Plot,7,11
5960,Vaathi,null,null,"Action, Drama            ","A happy-go-lucky Antony disappoints his Dad who was a teacher, so his Dad brings home 2 puppies to insult Antony and show him how thankful Dogs are. Antony despises the Dogs and never leaves any chances to trouble them.",6.2,"1,789"
5961,Khalifa,null,null,"Crime, Thriller            ",A high-profile bank robbery in the city wreaks havoc in the life of an unsuspecting regular young woman when she's caught in the line of fire between the villains and the police.,8.1,"1,958"
5962,Pasanga 2,U,127 min,Drama            ,"Ishwar is a simple-minded and honest young man, devout and religious, he cares for everybody. He meets with a young widow with a son and marries her. This story is about him and his trials and triumphs.",7.3,498
5963,Pei Mama,UA,134 min,Comedy            ,"A pair of twins separated at birth. One grows up as a Hindu in India, while the other is raised a Muslim in Pakistan. They are forced to battle each other during an Indo-Pak war.",3.5,629
5964,Dhoom Dadakka,null,128 min,"Comedy, Crime, Drama            ","Based on a folk-tale from Rajasthan, 'Parinati' deals with the inherent tragedy of human avarice, which must inevitably lead to self-destruction.",7.7,66
5965,Hello Memsaheb,UA,145 min,"Comedy, Drama, Romance            ","After falling in love with an aspiring fashion model, a conman attempts to get her work with India's top fashion design company.",5.4,881
5966,...Aur Pyaar Ho Gaya,U,147 min,"Comedy, Drama, Musical            ",A heart-warming tale of an estranged family struggling to deal with their troubled past and unresolved conflicts. What will happen when the siblings gather under one roof for Diwali?,7,331
5967,Paalaar,UA 13+,129 min,Action            ,Mann Fakiraa revolves around a man who gets into an arranged marriage but realizes he is still in love with another woman from his past. His wife reveals she too has an old flame she has ...                See full summary »,6.6,47
5968,Ennaku 20 Unakku 18,null,null,"Drama, Musical, Romance            ",Vijay (Ayub Khan) is an honest young army cadet who finds himself battling the corrupt police department after he comes across evidence that could put Superintendent Gautam (Goga Kapoor) ...                See full summary »,6.9,65
